WONum,WOType,StartDate,CompletedDate,WOStatus,ParentItem2nd,ParentBranch,ParentGlobalBulk,ParentBulk,ParentIBItem2nd,PLBranch,PLBusinessUnit,CompItem2nd,CompIBItem2nd,CompGlobalBulk,CompBulk,CompStockType,UOM,QtyOrdered,QtyShipped,QtyTransaction,PLCompletion,CompLineNum,CompType,LineType
484754,WO,2021-07-15T00:00:00,2021-07-28T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43773.0,15400.0,1900-01-01T00:00:00,0,,S
484754,WO,2021-07-15T00:00:00,2021-07-28T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43773.0,4400.0,1900-01-01T00:00:00,0,,S
484754,WO,2021-07-15T00:00:00,2021-07-28T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43773.0,13200.0,1900-01-01T00:00:00,0,,S
486471,WO,2021-08-04T00:00:00,2021-08-18T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43620.0,13102.0,1900-01-01T00:00:00,0,,S
486471,WO,2021-08-04T00:00:00,2021-08-18T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43620.0,17472.0,1900-01-01T00:00:00,0,,S
486471,WO,2021-08-04T00:00:00,2021-08-18T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43620.0,2287.0,1900-01-01T00:00:00,0,,S
488885,WO,2021-08-31T00:00:00,2021-09-07T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,48970.0,17499.0,1900-01-01T00:00:00,0,,S
488885,WO,2021-08-31T00:00:00,2021-09-07T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,48970.0,13273.0,1900-01-01T00:00:00,0,,S
488885,WO,2021-08-31T00:00:00,2021-09-07T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,48970.0,2089.0,1900-01-01T00:00:00,0,,S
489105,WO,2021-09-08T00:00:00,2021-09-11T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,44500.0,4162.0,1900-01-01T00:00:00,0,,S
495249,WO,2021-12-07T00:00:00,2021-12-09T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43327.0,11000.0,1900-01-01T00:00:00,0,,S
495249,WO,2021-12-07T00:00:00,2021-12-09T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43327.0,17600.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,2174.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,2187.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,2191.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,2186.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,2719.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,12113.0,1900-01-01T00:00:00,0,,S
479632,WO,2021-04-22T00:00:00,2021-05-13T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,45720.0,17600.0,1900-01-01T00:00:00,0,,S
479632,WO,2021-04-22T00:00:00,2021-05-13T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,45720.0,6600.0,1900-01-01T00:00:00,0,,S
479632,WO,2021-04-22T00:00:00,2021-05-13T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,45720.0,305.0,1900-01-01T00:00:00,0,,S
479632,WO,2021-04-22T00:00:00,2021-05-13T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,45720.0,6600.0,1900-01-01T00:00:00,0,,S
479632,WO,2021-04-22T00:00:00,2021-05-13T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,45720.0,3700.0,1900-01-01T00:00:00,0,,S
484753,WO,2021-07-30T00:00:00,2021-08-05T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43488.0,15400.0,1900-01-01T00:00:00,0,,S
484753,WO,2021-07-30T00:00:00,2021-08-05T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43488.0,17500.0,1900-01-01T00:00:00,0,,S
492214,WO,2021-10-18T00:00:00,2021-11-02T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43800.0,8800.0,1900-01-01T00:00:00,0,,S
492214,WO,2021-10-18T00:00:00,2021-11-02T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43800.0,6600.0,1900-01-01T00:00:00,0,,S
492214,WO,2021-10-18T00:00:00,2021-11-02T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43800.0,100.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,6555.0,1900-01-01T00:00:00,0,,S
484411,WO,2021-07-12T00:00:00,2021-07-14T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,35057.0,13200.0,1900-01-01T00:00:00,0,,S
484411,WO,2021-07-12T00:00:00,2021-07-14T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,35057.0,2510.0,1900-01-01T00:00:00,0,,S
492214,WO,2021-10-18T00:00:00,2021-11-02T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43800.0,11000.0,1900-01-01T00:00:00,0,,S
492214,WO,2021-10-18T00:00:00,2021-11-02T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43800.0,4400.0,1900-01-01T00:00:00,0,,S
492214,WO,2021-10-18T00:00:00,2021-11-02T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43800.0,41.0,1900-01-01T00:00:00,0,,S
492214,WO,2021-10-18T00:00:00,2021-11-02T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43800.0,2059.0,1900-01-01T00:00:00,0,,S
495249,WO,2021-12-07T00:00:00,2021-12-09T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43327.0,1367.0,1900-01-01T00:00:00,0,,S
489105,WO,2021-09-08T00:00:00,2021-09-11T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,44500.0,13159.0,1900-01-01T00:00:00,0,,S
489105,WO,2021-09-08T00:00:00,2021-09-11T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,44500.0,15541.0,1900-01-01T00:00:00,0,,S
495249,WO,2021-12-07T00:00:00,2021-12-09T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43327.0,2187.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,523.0,1900-01-01T00:00:00,0,,S
495845,WO,2021-12-29T00:00:00,2022-01-03T00:00:00,99,APT10,CINC,APT10,APT10,APT10,CINC,        CINC,U201-T2,U201-T2,U201,U201,P,LB,0.0,43284.0,2213.0,1900-01-01T00:00:00,0,,S
4525260,WB,2023-05-26T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502,U502,U502,U502,P,LB,0.0,0.0,120.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204-OP,U204-OP,U204,U204,S,LB,0.0,0.0,450.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,APT10,APT10,APT10,APT10,O,LB,0.0,0.0,465.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU20,MDU20,MDU20,MDU20,M,LB,0.0,0.0,1236.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU20,MDU20,MDU20,MDU20,M,LB,0.0,0.0,146.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U2022,U2022,U2022,U2022,M,LB,0.0,0.0,189.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204,U204,U204,U204,M,LB,0.0,0.0,166.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204,U204,U204,U204,M,LB,0.0,0.0,277.0,1900-01-01T00:00:00,0,,S
4526289,WB,2023-06-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,161017CX-OP,161017CX-OP,161017CX,161017CX,O,LB,0.0,0.0,2400.0,1900-01-01T00:00:00,0,,S
4526679,WB,2023-06-23T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204,U204,U204,U204,M,LB,0.0,0.0,185.0,1900-01-01T00:00:00,0,,S
4528865,WB,2023-08-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U201,U201,U201,U201,M,LB,0.0,0.0,263.0,1900-01-01T00:00:00,0,,S
4528865,WB,2023-08-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U701,U701,U701,U701,M,LB,0.0,0.0,245.0,1900-01-01T00:00:00,0,,S
4533595,WB,2023-11-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U2023,U2023,U2023,U2023,M,LB,0.0,0.0,443.0,1900-01-01T00:00:00,0,,S
4534825,WB,2023-11-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601,U601,U601,U601,M,LB,0.0,0.0,37.0,1900-01-01T00:00:00,0,,S
4534825,WB,2023-11-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601,U601,U601,U601,M,LB,0.0,0.0,373.0,1900-01-01T00:00:00,0,,S
4524060,WB,2023-05-04T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502-OP,U502-OP,U502,U502,P,LB,0.0,0.0,1800.0,1900-01-01T00:00:00,0,,S
4574077,WB,2026-01-08T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502,U502,U502,U502,P,LB,0.0,0.0,370.0,1900-01-01T00:00:00,0,,S
4575109,WB,2026-01-23T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U701,U701,U701,U701,M,LB,0.0,0.0,107.0,1900-01-01T00:00:00,0,,S
4557748,WB,2025-02-20T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU20-T2,MDU20-T2,MDU20,MDU20,P,LB,0.0,0.0,146.0,1900-01-01T00:00:00,0,,S
4557748,WB,2025-02-20T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU20-T2,MDU20-T2,MDU20,MDU20,P,LB,0.0,0.0,435.0,1900-01-01T00:00:00,0,,S
4558530,WB,2025-03-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601,U601,U601,U601,M,LB,0.0,0.0,202.0,1900-01-01T00:00:00,0,,S
4558530,WB,2025-03-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U101,U101,U101,U101,M,LB,0.0,0.0,250.0,1900-01-01T00:00:00,0,,S
4561022,WB,2025-04-24T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U101-OP,U101-OP,U101,U101,P,LB,0.0,0.0,4050.0,1900-01-01T00:00:00,0,,S
4561022,WB,2025-04-24T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U101-OP,U101-OP,U101,U101,P,LB,0.0,0.0,18000.0,1900-01-01T00:00:00,0,,S
4561022,WB,2025-04-24T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U101,U101,U101,U101,M,LB,0.0,0.0,2200.0,1900-01-01T00:00:00,0,,S
4562809,WB,2025-05-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,HP1432AT,HP1432AT,HP1432AT,HP1432AT,M,LB,0.0,0.0,22.0,1900-01-01T00:00:00,0,,S
4562809,WB,2025-05-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U501,U501,U501,U501,M,LB,0.0,0.0,15.0,1900-01-01T00:00:00,0,,S
4562809,WB,2025-05-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502,U502,U502,U502,P,LB,0.0,0.0,27.0,1900-01-01T00:00:00,0,,S
4562809,WB,2025-05-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502,U502,U502,U502,P,LB,0.0,0.0,158.0,1900-01-01T00:00:00,0,,S
4571290,WB,2025-11-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U701,U701,U701,U701,M,LB,0.0,0.0,324.0,1900-01-01T00:00:00,0,,S
4560660,WB,2025-04-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U101-OP,U101-OP,U101,U101,P,LB,0.0,0.0,12600.0,1900-01-01T00:00:00,0,,S
4560660,WB,2025-04-16T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U101-OP,U101-OP,U101,U101,P,LB,0.0,0.0,18000.0,1900-01-01T00:00:00,0,,S
4536374,WB,2024-01-02T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U2022,U2022,U2022,U2022,M,LB,0.0,0.0,101.0,1900-01-01T00:00:00,0,,S
4536374,WB,2024-01-02T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204,U204,U204,U204,M,LB,0.0,0.0,395.0,1900-01-01T00:00:00,0,,S
4536374,WB,2024-01-02T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502,U502,U502,U502,P,LB,0.0,0.0,265.0,1900-01-01T00:00:00,0,,S
4536374,WB,2024-01-02T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U701,U701,U701,U701,M,LB,0.0,0.0,258.0,1900-01-01T00:00:00,0,,S
4537665,WB,2024-01-25T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191245PX-T2,191245PX-T2,191245PX,191245PX,P,LB,0.0,0.0,1730.0,1900-01-01T00:00:00,0,,S
4543089,WB,2024-05-06T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U470-OP,U470-OP,U470,U470,P,LB,0.0,0.0,4950.0,1900-01-01T00:00:00,0,,S
4547969,WB,2024-08-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191245PX,191245PX,191245PX,191245PX,M,LB,0.0,0.0,88.0,1900-01-01T00:00:00,0,,S
4547969,WB,2024-08-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191245PX-PL,191245PX-PL,191245PX,191245PX,S,LB,0.0,0.0,40.0,1900-01-01T00:00:00,0,,S
4547969,WB,2024-08-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U501,U501,U501,U501,M,LB,0.0,0.0,78.0,1900-01-01T00:00:00,0,,S
4547969,WB,2024-08-07T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U701,U701,U701,U701,M,LB,0.0,0.0,259.0,1900-01-01T00:00:00,0,,S
4547098,WB,2024-07-18T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191245PX-T2,191245PX-T2,191245PX,191245PX,P,LB,0.0,0.0,3440.0,1900-01-01T00:00:00,0,,S
4547099,WB,2024-07-18T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191245PX,191245PX,191245PX,191245PX,M,LB,0.0,0.0,1400.0,1900-01-01T00:00:00,0,,S
451744,WB,2020-02-20T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U101,U101,U101,U101,M,LB,0.0,0.0,35.0,1900-01-01T00:00:00,0,,S
451744,WB,2020-02-20T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204,U204,U204,U204,M,LB,0.0,0.0,42.0,1900-01-01T00:00:00,0,,S
451744,WB,2020-02-20T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U802-OP,U802-OP,U802,U802,P,LB,0.0,0.0,450.0,1900-01-01T00:00:00,0,,S
451744,WB,2020-02-20T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U802-OP,U802-OP,U802,U802,P,LB,0.0,0.0,4950.0,1900-01-01T00:00:00,0,,S
456315,WB,2020-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601-OP,U601-OP,U601,U601,P,LB,0.0,0.0,106.0,1900-01-01T00:00:00,0,,S
456315,WB,2020-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601-PL,U601-PL,U601,U601,S,LB,0.0,0.0,40.0,1900-01-01T00:00:00,0,,S
457656,WB,2020-05-21T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204-OP,U204-OP,U204,U204,S,LB,0.0,0.0,15300.0,1900-01-01T00:00:00,0,,S
457656,WB,2020-05-21T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U470,U470,U470,U470,M,LB,0.0,0.0,281.0,1900-01-01T00:00:00,0,,S
457656,WB,2020-05-21T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U470-OP,U470-OP,U470,U470,P,LB,0.0,0.0,3600.0,1900-01-01T00:00:00,0,,S
475080,WB,2021-02-09T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502,U502,U502,U502,P,LB,0.0,0.0,192.0,1900-01-01T00:00:00,0,,S
475080,WB,2021-02-09T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502-OP,U502-OP,U502,U502,P,LB,0.0,0.0,900.0,1900-01-01T00:00:00,0,,S
475080,WB,2021-02-09T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502-OP,U502-OP,U502,U502,P,LB,0.0,0.0,7200.0,1900-01-01T00:00:00,0,,S
478208,WB,2021-03-26T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,181136IX,181136IX,181136IX,181136IX,O,LB,0.0,0.0,450.0,1900-01-01T00:00:00,0,,S
478208,WB,2021-03-26T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,181136IX,181136IX,181136IX,181136IX,O,LB,0.0,0.0,460.0,1900-01-01T00:00:00,0,,S
491424,WB,2021-10-06T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U1001-OP,U1001-OP,U1001,U1001,O,LB,0.0,0.0,1350.0,1900-01-01T00:00:00,0,,S
491424,WB,2021-10-06T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U470,U470,U470,U470,M,LB,0.0,0.0,179.0,1900-01-01T00:00:00,0,,S
491424,WB,2021-10-06T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U501,U501,U501,U501,M,LB,0.0,0.0,73.0,1900-01-01T00:00:00,0,,S
491424,WB,2021-10-06T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601,U601,U601,U601,M,LB,0.0,0.0,90.0,1900-01-01T00:00:00,0,,S
491424,WB,2021-10-06T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601-OP,U601-OP,U601,U601,P,LB,0.0,0.0,6750.0,1900-01-01T00:00:00,0,,S
456315,WB,2020-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,ET4075.E-OP,ET4075.E-OP,ET4075,ET4075.E,O,LB,0.0,0.0,1200.0,1900-01-01T00:00:00,0,,S
4516998,WB,2022-12-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191245PX-T2,191245PX-T2,191245PX,191245PX,P,LB,0.0,0.0,25300.0,1900-01-01T00:00:00,0,,S
4516998,WB,2022-12-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,HP1432AT-PL,HP1432AT-PL,HP1432AT,HP1432AT,S,LB,0.0,0.0,40.0,1900-01-01T00:00:00,0,,S
470223,WB,2020-12-09T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191011CX,191011CX,191011CX,191011CX,O,LB,0.0,0.0,1790.0,1900-01-01T00:00:00,0,,S
470223,WB,2020-12-09T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601,U601,U601,U601,M,LB,0.0,0.0,330.0,1900-01-01T00:00:00,0,,S
470223,WB,2020-12-09T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601,U601,U601,U601,M,LB,0.0,0.0,193.0,1900-01-01T00:00:00,0,,S
470223,WB,2020-12-09T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U601,U601,U601,U601,M,LB,0.0,0.0,220.0,1900-01-01T00:00:00,0,,S
4503613,WB,2022-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U201,U201,U201,U201,M,LB,0.0,0.0,157.0,1900-01-01T00:00:00,0,,S
4503613,WB,2022-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U204,U204,U204,U204,M,LB,0.0,0.0,163.0,1900-01-01T00:00:00,0,,S
4503613,WB,2022-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U2022,U2022,U2022,U2022,M,LB,0.0,0.0,210.0,1900-01-01T00:00:00,0,,S
4503613,WB,2022-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U2022,U2022,U2022,U2022,M,LB,0.0,0.0,220.0,1900-01-01T00:00:00,0,,S
4505316,WB,2022-05-24T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,191245PX,191245PX,191245PX,191245PX,M,LB,0.0,0.0,760.0,1900-01-01T00:00:00,0,,S
478208,WB,2021-03-26T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,181192IX,181192IX,181192IX,181192IX,O,LB,0.0,0.0,832.0,1900-01-01T00:00:00,0,,S
4507577,WB,2022-06-29T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU4075B.E-PL,MDU4075B.E-PL,MDU4075B,MDU4075B.E,O,LB,0.0,0.0,420.0,1900-01-01T00:00:00,0,,S
4534825,WB,2023-11-30T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU4075B.E,MDU4075B.E,MDU4075B,MDU4075B.E,O,KG,0.0,0.0,518.0,1900-01-01T00:00:00,0,,S
457656,WB,2020-05-21T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,U502.E-TO,U502.E-TO,U502,U502.E,O,KG,0.0,0.0,1000.0,1900-01-01T00:00:00,0,,S
4505316,WB,2022-05-24T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU4075B.E,MDU4075B.E,MDU4075B,MDU4075B.E,O,KG,0.0,0.0,228.0,1900-01-01T00:00:00,0,,S
456315,WB,2020-04-27T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,ET4075.E-OP,ET4075.E-OP,ET4075,ET4075.E,O,KG,0.0,0.0,1000.0,1900-01-01T00:00:00,0,,S
4507577,WB,2022-06-29T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU4075B.E,MDU4075B.E,MDU4075B,MDU4075B.E,O,KG,0.0,0.0,57.0,1900-01-01T00:00:00,0,,S
4507577,WB,2022-06-29T00:00:00,1900-01-01T00:00:00,99,??????,10130,,,??????,CIN2,       10130,MDU4075B.E,MDU4075B.E,MDU4075B,MDU4075B.E,O,KG,0.0,0.0,125.0,1900-01-01T00:00:00,0,,S
